orig_index,ID,age,income,cluster
224,225,16.0,18900.0,6
225,226,69.0,66500.0,6
226,227,27.0,33600.0,6
227,228,36.0,41400.0,6
228,229,271.7348958021783,78500.0,4
229,230,46.0,78100.0,6
230,231,110.70366068604652,20600.0,6
231,232,63.0,266532.65910305234,5
232,233,58.0,51100.0,6
233,234,60.0,56400.0,6
234,235,47.0,85600.0,6
235,236,16.0,33610.87902889142,6
236,237,26.0,23000.0,6
237,238,32.0,36100.0,6
238,239,65.0,52000.0,6
239,240,49.0,92100.0,6
240,241,60.0,56900.0,6
241,242,48.0,330671.3691639811,1
242,243,43.0,62500.0,6
243,244,21.0,17200.0,6
244,245,55.0,77700.0,6
245,246,35.0,53700.0,6
246,247,50.0,76500.0,6
247,248,44.0,101700.0,6
248,249,334.5437960636013,53100.0,4
249,250,28.0,14800.0,6
250,251,46.0,44500.0,6
251,252,93.73930848094498,32000.0,6
252,253,46.0,65900.0,6
253,254,21.0,20900.0,6
254,255,44.0,67600.0,6
255,256,28.0,28300.0,6
256,257,16.0,21600.0,6
257,258,46.0,40100.0,6
258,259,51.0,91400.0,6
259,260,107.12648436347646,19600.0,6
260,261,46.0,44800.0,6
261,262,19.0,121795.23655720448,6
262,263,60.0,47200.0,6
263,264,63.27269187475641,56900.0,6
264,265,135.57248040933,41100.0,6
265,266,39.0,52300.0,6
266,267,277.71455972485245,60200.0,4
267,268,34.0,68800.0,6
268,269,219.91454161713915,272199.9154874703,12
269,270,318.7640563499684,62600.0,4
270,271,26.0,20800.0,6
271,272,46.0,10500.0,6
272,273,46.0,60900.0,6
273,274,47.0,71900.0,6
274,275,210.07436157875048,51300.0,0
275,276,50.0,91500.0,6
276,277,38.0,59700.0,6
277,278,23.0,28900.0,6
278,279,23.0,23500.0,6
279,280,47.0,275025.63935688103,5
280,281,308.8604284476447,61000.0,4
281,282,21.0,24100.0,6
282,283,40.0,56100.0,6
283,284,65.0,55400.0,6
284,285,52.0,365764.890795274,1
285,286,62.0,51400.0,6
286,287,165.46666299479202,64800.0,6
287,288,35.0,59700.0,6
288,289,46.0,235686.08347607564,5
289,290,34.0,181140.0236064164,6
290,291,46.0,41100.0,6
291,292,55.0,81800.0,6
292,293,46.0,57600.0,6
293,294,61.0,56300.0,6
294,295,28.0,56900.0,6
295,296,154.81171036840507,94500.0,2
296,297,31.0,43100.0,6
297,298,34.0,38400.0,6
298,299,64.0,54100.0,6
299,300,181.31199301062185,42100.0,6
