ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
62,108424.0,Outcome of gastric bypass patients.,,Obesity surgery,Obes Surg,0960-8923,52.10664713116916,,1/2/04,261-4,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,841679.0,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,J. Card. Surg.,,-7977,26.0,2.0,1/11/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830.0,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,,Journal of Allergy and Clinical Immunology,,0091-6749 (Print),116.0,,1/5/01,,{S. H. SichererD. Y. M. Leung}
65,2686594.137838651,Phase II study of epirubicin oxaliplatin and docetaxel combination in@@ metastatic gastric or gastroesophageal junction adenocarcinoma.,eng,J. Exp. Clin. Cancer Res.,,1756-9966,28.0,-1.0,1/9/01,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,237623.0,Neck pain.,eng,Clinical evidence,Clin Evid (Online),1752-8526,2008.0,1.0,1/8/01,,
67,912884.0,A guide to physiotherapy in cerebral palsy,,Paediatrics and Child Health,,,18.0,0.0,1/8/01,410-413,{C. E. Barber}
68,318931.0,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,AIDS Reviews,,1$139-6121$,,12.016553447768295,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1001-5515,29.0,11.643907789753113,1/12/06,453-5 459,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,349150.0,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,,Ophthalmic Surg Lasers,1082-3069,30.0,,3/1/99%,,{O Ceki_C Batman}
71,572010.0,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,CANCER,,0008-543X,98.0,2.0,7/15/03,%310-#4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,826030.0,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eur J Cardiovasc Nurs,1474-5151,50.02867538853151,2.0,1/12/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
73,34962.0,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,eng,Journal of the neurological sciences,J. Neurol. Sci.,1878-5883,334.0,1.0,11/15/1??3,112-8,{Everard W ThorntonCarolyn A YoungAlan TennantJohn EalingKevin Talbot[Collective Name] UKMND-QoL GroupChris J GibbonsPamela J Shaw}
74,574309.0,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,En??#glish,Transplantation,Transplantation,0041-1337,99.0,30.467571284914584,1/15/01,1455-1#462,
75,,,eng,Indian Journal of Pathology and Microbiology,,0377-4929,198.39236572585122,3.0,1/3/07,484-7,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,421512.0,CABG again outshines stenting for some patients with coronary artery blockage,,,,,309.0,1.0,1/13/01,17-Aug,{M. Mitka}
77,715052.0,Health-promoting behaviors of low-income cancer survivors,,,,,25.0,3.0,1/11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,,Food allergy in children,,Archives De Pediatrie,,0929-693X,13.0,10.0,1/6/01,1349-1353,
79,140274.0,Here to stay. An interview with Dr. David Satcher Director@@ U.S. Centers for Disease Control and Prevention.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,,1.0,17.0,11/1/96,9-Jun,{J Stilkind}
80,282039.0,,,,,0041-1132,48.0,9.0,1/8/01,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
81,835177.0,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,,,,19.0,2.0,1/10/01,167-71,{M. HebbarP. FournierO. Romano}
82,519732.0,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,Statistical methods in medical research,Stat Methods Med Res,0962-2802,16.0,1.0,1/7/02,13-29,
83,761104.0,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,,TEACHING Exceptional Children Plus,,,1.0,3.0,1/5/01,,{Milagros M. SessionsKevin J. Miller}
84,408062.0,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,Actas urologicas espanolas,,1699-7980,39.0,4.0,1/15/05,222-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481.0,Chronic pain related to quality of sleep,eng     por,Einstein (Sao Paulo),Einstein (Sao Paulo Brazil),1679-4508,12.0,,1/14/01,159-63,{W. HummigJ. Stechman NetoL. F. Tonial}
86,4951506.026817393,On the role of pre and post-processing ??in@@ environmental data mining,,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making iEMSs 2008,,9790000000000,3.0,0.0,1/8/01,1937-1958,{??Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis AthanasiadisKarina Gibert}
87,604985.0,,eng,J Med Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,2.0,16.704079723031086,1/6/12,152-5,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,220950.0,Forensic odontology: A prosthodontic view,eng,,,,4.0,,1/12/01,38-41,
89,770196.0,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,Int J Gynaecol Obstet,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,0020-7292,64.0,3.325608416267449,1/1/99,10-May,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
90,914468.0,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor@@ muscles of knee of hemiplegic patients,,Revista de Neurologia,Rev.Neurol.,0210-0010,46.0,9.996938831894719,1/8/01,135-138,
91,346326.0,,eng,J Cardiovasc Med (Hagerstown),,@@1558-2027,10.0,3.0,1/9/03,261-3,{Giovanni TeodoriMarta LeveroneEraldo OcchettaMiriam BortnikPaolo MarinoMarco Marcolongo}
92,2886631.2525311476,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre??,Pathologie non allergique et exposition aux moisissures domestiques.,,1776-2588,27.0,1.0,,Jul-93,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053.0,Secondary school tobacco policy and prevention curricula in South Carolina,,Nicotine% Tob Re??s,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1462-2203,1.0,,1/1/99,,{M. W. MartinR. SaundersS. Levin}
94,870257.0,Intimate Partner Violence Survivors' Unmet Social Service Needs,English,,,1540-7314 0148-8376,37.0,5.0,,481-4$89,
95,417578.0,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,Am$ J Manag Care,The American journal of managed care,1088-0224,,1.0,1/13/01,SP26-7,{A. A. Kaddis}
96,949067.0,The impact of advancing age on P-glycoprotein expression and activity: %current knowledge a%nd future directions,eng,Expert Opin Drug Metab Toxicol,Expert opinion on drug metabolism & toxicology,1742-5255,12.429619383465226,3.0,,315-20,{A. A. Mangoni}
97,931323.0,Prevalence of allergic diseases in Poland - ECAP study,,Allergy: European Journal of Allergy and Clinical Immunology,,,64.0,0.0,1/9/01,326-327,
98,752456.0,The changing patterns of systemic fluoride intake,,,Journal of dental research,#002??2-0345,71.0,5.0,1/1??/92,1228-37,{B. A. Burt}
99,377284.0,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,283.0,3.0,1/2/09,E556-64,
100,1848729.7225653024,Dietary practices of ballet jazz and modern dancers,,Journal of the American Dietetic Association,,1878-3570,,,1/1/92,319-324,{Stensland SHSobal J}
101,444273.0,Iatrogenic perforation at colonic imaging.,,,,,0.0,,,,
102,816680.0,The embodied nature of medical concepts: Image schemas and language for pain,English,,,1612-4782     1612-4790,15.0,3.0,1/1$4/0??1,283-296,{M. Tercedor SnchezJ.A. Prieto Velasco}
103,491006.0,,,,,,24.0,2.0,1/15/01,160-6,
104,628299.0,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eng,Fertility and sterility,,1556-5653,92.0,2.0,,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,72089.0,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,eng,,Cancer @@Chemother. Pharma#col.,1432-0843,73.0,4.0,1/14/04,721-7,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
106,847287.0,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,eng,Psycho-oncology,Psychooncology,,15.0,3.0,1/6/03,248-58,{Sarah McGrawVida M PetronisCharles S CarverNancy AvisKristie Long FoleyDeborah F FarmerRoselyn G SmithKevin Smith}
107,764224.0,,,,,,,,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,591619.0,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,,,,39.0,2.0,1/12/01,135-41,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD.?? LewisC. $McNulty}
109,125072.0,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,Current opinion in pharmacology,Curr Opin Pharmacol,,3.0,2.0,1/3/##04,146-51,{Noritoshi NagayaKenji Kangawa}
110,255432.0,Pool fencing for preventing drowning in children.,eng,The Cochrane Database Of Systematic Reviews,Cochrane Database Syst Rev,1469-493X,-1.0,2.0,1/1/00,,
111,689284.0,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,eng,Cancer immunology immunotherapy : CII,Cancer Immunol. Immunother.,1432-0851,220.54334905818843,9.0,1/14/09,,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,781141.0,,English,BMJ Open,,2044-6055,,10.0,1/13/01,,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels}
113,148787.0,Cardiac atrophy in women following bed rest,eng,,,,103.0,0.0,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,
114,779281.0,Patent abstractsnull,,Industrial Robot: An International Journal,,0143-991X,38.0,4.0,1/11/01,,{NULL}
115,684757.0,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,,The Journal Of Rheumatology,J Rheumatol,0315-162X,28.0,4.0,1/1/04,,{A H ZwindermanM MunnekeG J TijhuisZ de JongJ M HazesT P Vliet Vlieland}
116,447382.0,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,,,,,0.0,0.0,,,{NULL}
117,585766.0,Thermoregulatory response of women to intermittent work in the heat,,Journal of applied physiology,J Appl Physiol,,41.0,1.0,1/1/76,57-61,{B. L. DrinkwaterJ. E. DentonS. M. HorvathP. B. Raven}
118,185291.0,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,,,,,,0.0,1/10/01,305-310,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
119,886237.0,Effet d'une intervention non mdicamenteuse Voix d'Or sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention Voix d'Or on behavior disturbances in Alzheimer disease and associated disorders.],,Griatrie et Psychologie Neuropsychiatrie du Vieillissement,,,11.0,,,323-330,
