orig_index,ID,age,income,cluster
178,179,59.0,56000.0,2
179,180,40.0,64600.0,2
180,181,47.0,89100.0,2
181,182,23.0,19100.0,2
182,183,63.0,42800.0,2
183,184,62.0,56000.0,2
184,185,27.0,50000.0,2
185,186,59.0,169745.2111938745,2
186,187,65.0,51500.0,2
187,188,38.0,259249.646640204,0
188,189,26.0,35100.0,2
190,191,27.0,32900.0,2
191,192,46.0,60900.0,2
192,193,56.0,90600.0,2
193,194,42.0,69500.0,2
196,197,60.0,52400.0,2
197,198,60.0,48000.0,2
198,199,24.0,24000.0,2
199,200,8.56321271942574,76400.0,2
200,201,21.0,26900.0,2
201,202,42.0,65500.0,2
202,203,22.0,17800.0,2
203,204,47.0,75600.0,2
204,205,46.0,62500.0,2
205,206,48.0,77500.0,2
206,207,58.0,55500.0,2
207,208,23.0,62900.0,2
208,209,37.0,31600.0,2
209,210,38.0,61100.0,2
210,211,47.0,64300.0,2
211,212,23.0,54400.0,2
212,213,20.0,24200.0,2
213,214,25.0,35300.0,2
214,215,61.0,61200.0,2
215,216,33.0,36700.0,2
216,217,23.0,21000.0,2
217,218,65.0,60900.0,2
218,219,41.0,56000.0,2
219,220,25.0,13500.0,2
220,221,43.0,64700.0,2
221,222,65.0,40700.0,2
222,223,43.0,85100.0,2
223,224,40.0,56900.0,2
224,225,23.0,18900.0,2
225,226,69.0,66500.0,2
226,227,27.0,33600.0,2
227,228,36.0,41400.0,2
228,229,23.0,78500.0,2
229,230,45.0,78100.0,2
230,231,23.0,20600.0,2
231,232,63.0,59000.0,2
232,233,271.832694852697,51100.0,1
233,234,60.0,56400.0,2
234,235,47.0,85600.0,2
235,236,16.0,8000.0,2
236,237,26.0,23000.0,2
237,238,32.0,36100.0,2
238,239,65.0,52000.0,2
239,240,49.0,92100.0,2
240,241,60.0,52700.0,2
241,242,48.0,85700.0,2
243,244,123.262010107107,17200.0,2
245,246,35.0,53700.0,2
246,247,50.0,76500.0,2
247,248,44.0,101700.0,2
248,249,67.0,53100.0,2
249,250,28.0,14800.0,2
250,251,33.0,44500.0,2
251,252,24.0,32000.0,2
252,253,44.0,65900.0,2
254,255,7.03068712123294,67600.0,2
255,256,28.0,28300.0,2
256,257,16.0,21600.0,2
257,258,32.0,40100.0,2
258,259,51.0,91400.0,2
260,261,1.13028546390746,44800.0,2
261,262,19.0,22400.0,2
262,263,60.0,47200.0,2
263,264,16.0,31400.0,2
264,265,33.0,41100.0,2
265,266,39.0,52300.0,2
266,267,61.0,60200.0,2
267,268,34.0,68800.0,2
268,269,63.0,48900.0,2
269,270,64.0,62600.0,2
270,271,26.0,20800.0,2
271,272,23.0,10500.0,2
272,273,41.0,60900.0,2
273,274,23.0,307178.6575111832,0
275,276,50.0,91500.0,2
276,277,38.0,59700.0,2
277,278,23.0,28900.0,2
278,279,23.0,23500.0,2
279,280,47.0,84000.0,2
280,281,63.0,61000.0,2
281,282,21.0,85111.96666574357,2
282,283,40.0,56100.0,2
283,284,278.5439725541317,55400.0,1
284,285,23.0,69700.0,2
285,286,62.0,51400.0,2
286,287,41.0,64800.0,2
287,288,35.0,59700.0,2
288,289,23.0,182532.67616885653,2
289,290,34.0,38500.0,2
290,291,98.95952289564345,41100.0,2
292,293,40.0,57600.0,2
293,294,61.0,56300.0,2
294,295,28.0,20700.0,2
295,296,277.8353578079958,94500.0,1
296,297,31.0,43100.0,2
297,298,34.0,38400.0,2
298,299,64.0,54100.0,2
299,300,36.0,42100.0,2
