step,n_clusters,merge_distance,sse_total,sse_ratio
34,266,1.163457330477513e-09,-1.3877787807814457e-16,-2.312964634635743e-19
35,265,1.228093848837375e-09,-1.6653345369377348e-16,-2.7755575615628914e-19
36,264,1.3573668855570986e-09,-2.220446049250313e-16,-3.7007434154171887e-19
37,263,1.5400951625110793e-09,-2.220446049250313e-16,-3.7007434154171887e-19
38,262,1.5512764406366841e-09,-2.498001805406602e-16,-4.163336342344337e-19
39,261,1.7174802691144464e-09,-2.498001805406602e-16,-4.163336342344337e-19
40,260,1.7451859957162696e-09,-3.3306690738754696e-16,-5.551115123125783e-19
41,259,1.7951638231483713e-09,-3.3306690738754696e-16,-5.551115123125783e-19
42,258,1.842499902648953e-09,-3.885780586188048e-16,-6.47630097698008e-19
43,257,2.0103786413372404e-09,-3.885780586188048e-16,-6.47630097698008e-19
44,256,2.48178827488843e-09,-4.163336342344337e-16,-6.938893903907229e-19
45,255,2.9775337473392227e-09,-4.440892098500626e-16,-7.401486830834377e-19
46,254,2.9787426969463127e-09,-4.440892098500626e-16,-7.401486830834377e-19
47,253,3.7365584792947715e-09,-4.440892098500626e-16,-7.401486830834377e-19
48,252,3.955982652570356e-09,-4.440892098500626e-16,-7.401486830834377e-19
49,251,4.2571726699414114e-09,-4.996003610813204e-16,-8.326672684688674e-19
50,250,4.752042315203653e-09,-4.718447854656915e-16,-7.864079757761525e-19
51,249,5.111344542063634e-09,-4.163336342344337e-16,-6.938893903907229e-19
52,248,5.851906570430998e-09,-2.7755575615628914e-16,-4.625929269271486e-19
53,247,6.899203208732274e-09,-2.498001805406602e-16,-4.163336342344337e-19
54,246,6.899203208732274e-09,-2.220446049250313e-16,-3.7007434154171887e-19
55,245,6.899203208732274e-09,-1.1102230246251565e-16,-1.8503717077085944e-19
56,244,6.899203208732274e-09,-1.1102230246251565e-16,-1.8503717077085944e-19
57,243,6.963839727092136e-09,-8.326672684688674e-17,-1.3877787807814457e-19
58,242,6.963839727092136e-09,-8.326672684688674e-17,-1.3877787807814457e-19
59,241,6.963839727092136e-09,-5.551115123125783e-17,-9.251858538542972e-20
60,240,6.963839727092136e-09,-2.7755575615628914e-17,-4.625929269271486e-20
61,239,6.963839727092136e-09,1.942890293094024e-16,3.23815048849004e-19
62,238,6.963839727092136e-09,3.608224830031759e-16,6.013708050052931e-19
63,237,6.9638397548477116e-09,4.718447854656915e-16,7.864079757761525e-19
64,236,6.9638397548477116e-09,4.718447854656915e-16,7.864079757761525e-19
65,235,7.028476245451998e-09,5.273559366969494e-16,8.789265611615823e-19
66,234,7.028476245451998e-09,5.551115123125783e-16,9.251858538542971e-19
67,233,7.028476245451998e-09,5.828670879282072e-16,9.71445146547012e-19
68,232,7.028476245451998e-09,6.106226635438361e-16,1.0177044392397268e-18
69,231,7.028476273207573e-09,6.38378239159465e-16,1.0639637319324416e-18
70,230,7.028476273207573e-09,6.38378239159465e-16,1.0639637319324416e-18
71,229,7.028476273207573e-09,6.661338147750939e-16,1.1102230246251566e-18
72,228,7.09311276381186e-09,6.938893903907228e-16,1.1564823173178713e-18
73,227,7.09311276381186e-09,7.216449660063518e-16,1.2027416100105863e-18
74,226,7.09311276381186e-09,7.771561172376096e-16,1.295260195396016e-18
75,225,7.093112791567435e-09,8.049116928532385e-16,1.3415194880887308e-18
76,224,7.1577492821717215e-09,8.049116928532385e-16,1.3415194880887308e-18
77,223,7.1577492821717215e-09,8.049116928532385e-16,1.3415194880887308e-18
78,222,7.157749309927297e-09,8.604228440844963e-16,1.4340380734741605e-18
79,221,7.222385800531583e-09,8.881784197001252e-16,1.4802973661668755e-18
80,220,7.222385800531583e-09,8.326672684688674e-16,1.3877787807814458e-18
81,219,7.222385800531583e-09,8.881784197001252e-16,1.4802973661668755e-18
82,218,7.287022318891445e-09,1.0269562977782698e-15,1.7115938296304497e-18
83,217,7.351658865006883e-09,1.0547118733938987e-15,1.7578531223231647e-18
84,216,7.48093187397103e-09,1.0824674490095276e-15,1.8041124150158794e-18
85,215,7.545568392330892e-09,1.1102230246251565e-15,1.8503717077085942e-18
86,214,7.545568420086468e-09,1.1379786002407855e-15,1.896631000401309e-18
87,213,7.610204910690754e-09,1.1657341758564144e-15,1.942890293094024e-18
88,212,8.062660566965363e-09,1.1934897514720433e-15,1.989149585786739e-18
89,211,8.06488742455258e-09,1.2212453270876722e-15,2.0354088784794537e-18
90,210,8.256570122044948e-09,1.2490009027033011e-15,2.0816681711721684e-18
91,209,8.26854590352255e-09,1.6653345369377348e-15,2.7755575615628915e-18
92,208,8.321206612649235e-09,1.6930901125533637e-15,2.8218168542556063e-18
93,207,8.385843131009096e-09,1.7763568394002505e-15,2.960594732333751e-18
94,206,8.450479677124534e-09,1.9984014443252818e-15,3.3306690738754695e-18
95,205,8.644389204448544e-09,2.0261570199409107e-15,3.3769283665681847e-18
96,204,8.684424818161673e-09,3.747002708109903e-15,6.245004513516506e-18
97,203,8.709025722808406e-09,4.579669976578771e-15,7.632783294297952e-18
98,202,8.863483447196785e-09,4.6074255521944e-15,7.679042586990666e-18
99,201,8.998225248246783e-09,4.6351811278100286e-15,7.72530187968338e-18
100,200,9.032208314607715e-09,4.912736883966318e-15,8.187894806610529e-18
101,199,9.355390906407024e-09,4.9404924595819466e-15,8.234154099303245e-18
102,198,1.2676579230763707e-08,8.548717289613705e-15,1.4247862149356175e-17
103,197,1.3798406417464548e-08,8.743006318923108e-15,1.457167719820518e-17
104,196,1.3798406445220124e-08,8.826273045769994e-15,1.4710455076283325e-17
105,195,1.386304293582441e-08,9.2148511043888e-15,1.5358085173981332e-17
106,194,1.3863042963579986e-08,9.270362255620057e-15,1.545060375936676e-17
107,193,1.3863042963579986e-08,9.936496070395151e-15,1.656082678399192e-17
108,192,1.3927679454184272e-08,9.992007221626409e-15,1.6653345369377347e-17
109,191,1.3927679481939848e-08,1.0380585280245214e-14,1.7300975467075355e-17
110,190,1.3927679481939848e-08,1.1157741397482823e-14,1.8596235662471373e-17
111,189,1.3927679481939848e-08,1.1268763699945339e-14,1.878127283324223e-17
112,188,1.3927679481939848e-08,1.1463052729254741e-14,1.9105087882091236e-17
113,187,1.3992315972544134e-08,1.1629586182948515e-14,1.9382643638247525e-17
114,186,1.399231600029971e-08,1.2073675392798577e-14,2.0122792321330962e-17
115,185,1.399231600029971e-08,1.2156942119645464e-14,2.0261570199409106e-17
116,184,1.399231600029971e-08,1.2434497875801753e-14,2.0724163126336256e-17
117,183,1.4056952490903996e-08,1.251776460264864e-14,2.08629410044144e-17
118,182,1.4121589009263857e-08,1.2628786905111156e-14,2.104797817518526e-17
119,181,1.4186225555379295e-08,1.2712053631958042e-14,2.1186756053263403e-17
120,180,1.4250862045983581e-08,1.2795320358804929e-14,2.1325533931341548e-17
121,179,1.4250862045983581e-08,1.3572476476042539e-14,2.2620794126737563e-17
122,178,1.4250862073739157e-08,1.3766765505351941e-14,2.2944609175586568e-17
123,177,1.4250862073739157e-08,1.3850032232198828e-14,2.3083387053664713e-17
124,176,1.4444771601063167e-08,1.3933298959045715e-14,2.3222164931742858e-17
125,175,1.4444771628818742e-08,1.404432126150823e-14,2.3407202102513718e-17
126,174,1.4509408147178604e-08,1.4099832412739488e-14,2.3499720687899147e-17
127,173,1.4638681183898328e-08,1.4155343563970746e-14,2.3592239273284576e-17
128,172,1.496186374794206e-08,1.4432899320127035e-14,2.4054832200211726e-17
129,171,1.5220409849137084e-08,1.454392162258955e-14,2.4239869370982583e-17
130,170,1.9457774974585007e-08,1.484923295436147e-14,2.474872159060245e-17
131,169,2.076224617231226e-08,1.509903313490213e-14,2.516505522483688e-17
132,168,2.076224617231226e-08,1.6264767310758543e-14,2.7107945517930906e-17
133,167,2.076224617231226e-08,1.6792123247455493e-14,2.798687207909249e-17
134,166,2.076224617231226e-08,1.84297022087776e-14,3.0716170347962665e-17
135,165,2.082688269067212e-08,2.2148949341271873e-14,3.691491556878646e-17
136,164,2.082688269067212e-08,2.3203661214665772e-14,3.867276869110962e-17
137,163,2.0891519209031983e-08,2.375877272697835e-14,3.959795454496392e-17
138,162,2.0891519209031983e-08,2.5229818234606682e-14,4.20496970576778e-17
139,161,2.1020792245751707e-08,2.8449465006019636e-14,4.7415775010032725e-17
140,160,2.108542876411157e-08,2.917110997202599e-14,4.8618516620043315e-17
141,159,2.115006528247143e-08,3.0003777240494856e-14,5.000629540082476e-17
142,158,2.115006528247143e-08,3.089195566019498e-14,5.1486592766991634e-17
143,157,2.115006528247143e-08,3.141931159689193e-14,5.236551932815322e-17
144,156,2.1214701800831293e-08,3.164135620181696e-14,5.2735593669694933e-17
145,155,2.1214701800831293e-08,3.2307490016592055e-14,5.384581669432009e-17
146,154,2.1214701800831293e-08,3.2557290197132716e-14,5.426215032855453e-17
147,153,2.1343974837551016e-08,3.427813588530171e-14,5.713022647550284e-17
148,152,2.1408611355910878e-08,3.572142581731441e-14,5.953570969552402e-17
149,151,2.147324787427074e-08,3.624878175401136e-14,6.04146362566856e-17
150,150,2.1925703502789773e-08,6.34492458573277e-14,1.0574874309554616e-16
151,149,2.2054976539509497e-08,6.444844657949034e-14,1.074140776324839e-16
152,148,2.2701341723108115e-08,6.561418075534675e-14,1.0935696792557792e-16
153,147,2.7661449381044534e-08,7.399636459126668e-14,1.233272743187778e-16
154,146,2.766144940880011e-08,7.435718707426986e-14,1.239286451237831e-16
155,145,2.7726085899404396e-08,9.056644323379714e-14,1.5094407205632858e-16
156,144,2.772608592715997e-08,9.672818102046676e-14,1.6121363503411128e-16
157,143,2.7790722417764258e-08,1.1554646128786317e-13,1.9257743547977195e-16
158,142,2.7790722417764258e-08,1.1704526237110713e-13,1.9507543728517855e-16
159,141,2.785535893612412e-08,1.1743384042972593e-13,1.9572306738287656e-16
160,140,2.7855358963879695e-08,1.2403966742624561e-13,2.067327790437427e-16
161,139,2.7919995482239557e-08,1.481315070606115e-13,2.4688584510101917e-16
162,138,2.7919995482239557e-08,1.4849232954361469e-13,2.4748721590602446e-16
163,137,2.798463200059942e-08,1.520450432224152e-13,2.53408405370692e-16
164,136,2.8049268491203705e-08,1.52433621281034e-13,2.5405603546839e-16
165,135,2.804926851895928e-08,1.528221993396528e-13,2.5470366556608797e-16
166,134,2.824317804628329e-08,1.5568102362806258e-13,2.594683727134376e-16
167,133,2.824317804628329e-08,1.5892842597509116e-13,2.6488070995848526e-16
168,132,2.8307814564643152e-08,1.5928924845809433e-13,2.6548208076349054e-16
169,131,2.843708762911845e-08,1.6872614416740817e-13,2.812102402790136e-16
170,130,2.940663540451638e-08,1.6966983373833955e-13,2.827830562305659e-16
171,129,2.9729817968560113e-08,1.7008616737257398e-13,2.8347694562095663e-16
172,128,3.0309319748456076e-08,1.7602586055431857e-13,2.933764342571976e-16
173,127,3.449601609917252e-08,1.7660872764224678e-13,2.9434787940374464e-16
174,126,3.449601609917252e-08,2.532141163413826e-13,4.2202352723563763e-16
175,125,3.4560652617532384e-08,2.537969834293108e-13,4.2299497238218465e-16
176,124,3.468992565425211e-08,2.730871084821729e-13,4.551451808036215e-16
177,123,3.488383520933169e-08,2.7997049123484885e-13,4.666174853914148e-16
178,122,3.494847169993598e-08,3.2127078775090467e-13,5.354513129181745e-16
179,121,3.6047292539809206e-08,3.2920888237697454e-13,5.486814706282909e-16
180,120,4.1395219307904796e-08,3.376188217885101e-13,5.626980363141835e-16
181,119,4.1395219307904796e-08,3.4977576390815557e-13,5.829596065135926e-16
182,118,4.145985582626466e-08,3.5477176751896877e-13,5.912862791982813e-16
183,117,4.145985582626466e-08,3.6032288264209456e-13,6.005381377368243e-16
184,116,4.158912886298438e-08,3.7675418340654687e-13,6.279236390109115e-16
185,115,4.165376538134424e-08,3.7761460625063137e-13,6.293576770843856e-16
186,114,4.165376538134424e-08,4.977407375150733e-13,8.295678958584555e-16
187,113,4.165376538134424e-08,5.042077866335148e-13,8.403463110558581e-16
188,112,4.2041584491503414e-08,5.829225990794384e-13,9.715376651323973e-16
189,111,4.2106221009863276e-08,5.867528685143952e-13,9.77921447523992e-16
190,110,4.301113226690134e-08,5.9821592124365e-13,9.970265354060833e-16
191,109,4.301113226690134e-08,6.200595592531499e-13,1.03343259875525e-15
192,108,4.3140405303621066e-08,6.218359160925502e-13,1.0363931934875837e-15
193,107,4.342742757068585e-08,6.226130722097878e-13,1.0376884536829795e-15
194,106,4.832289873801798e-08,6.714073741420634e-13,1.1190122902367725e-15
195,105,4.835905903499693e-08,6.988298828503048e-13,1.1647164714171746e-15
196,104,4.8423695553356794e-08,7.014389069581739e-13,1.1690648449302898e-15
197,103,4.842369558111237e-08,7.285283487590277e-13,1.2142139145983796e-15
198,102,4.842369558111237e-08,1.0531575611594235e-12,1.7552626019323725e-15
199,101,4.861760510843638e-08,1.0624834345662748e-12,1.7708057242771246e-15
200,100,4.881151469127154e-08,1.0645095915862157e-12,1.7741826526436929e-15
201,99,4.894078770023569e-08,1.1023959523015492e-12,1.837326587169249e-15
202,98,4.894078770023569e-08,1.7801871088352073e-12,2.9669785147253453e-15
203,97,5.5193625725369344e-08,1.7833790000310046e-12,2.9722983333850078e-15
204,96,5.519362575312492e-08,1.7856272016558705e-12,2.9760453360931174e-15
205,95,5.525826227148478e-08,1.8434420656632255e-12,3.0724034427720424e-15
206,94,5.5322898789844643e-08,1.84804949121542e-12,3.080082485359033e-15
207,93,5.545217182656437e-08,1.9685086893872494e-12,3.2808478156454157e-15
208,92,5.564608135388838e-08,1.976085961530316e-12,3.2934766025505268e-15
209,91,5.5710717900003814e-08,1.9824142327706795e-12,3.304023721284466e-15
210,90,5.5775354418363676e-08,2.074090899029102e-12,3.456818165048503e-15
211,89,5.622781004688271e-08,3.2402691640953662e-12,5.40044860682561e-15
212,88,5.7830279148740615e-08,3.2558677975913497e-12,5.426446329318916e-15
213,87,6.222210199857692e-08,3.259947867206847e-12,5.433246445344745e-15
214,86,6.222210199857692e-08,7.972178472925862e-12,1.3286964121543102e-14
215,85,6.235137503529664e-08,8.012035479509905e-12,1.3353392465849842e-14
216,84,6.912130520730919e-08,8.060663247988487e-12,1.3434438746647477e-14
217,83,6.918594175342463e-08,8.063022471915815e-12,1.3438370786526359e-14
218,82,6.931521476238878e-08,8.070044632546569e-12,1.3450074387577615e-14
219,81,6.937985128074864e-08,1.016414730159454e-11,1.6940245502657567e-14
220,80,7.60851449621569e-08,1.0297596109154483e-11,1.716266018192414e-14
221,79,7.60851449621569e-08,1.0322881438540321e-11,1.7204802397567202e-14
222,78,7.627905448948091e-08,1.1001449751191217e-11,1.8335749585318695e-14
223,77,7.634369103559635e-08,1.1087158968692279e-11,1.8478598281153798e-14
224,76,7.676549321211645e-08,1.3300943679794841e-11,2.2168239466324736e-14
225,75,7.770105792115345e-08,1.3484130478857992e-11,2.2473550798096655e-14
226,74,8.343680379940821e-08,1.3892470507315124e-11,2.3154117512191875e-14
227,73,8.356607683612793e-08,1.5164897115838016e-11,2.5274828526396694e-14
228,72,8.421244201972655e-08,1.5317219714816588e-11,2.5528699524694313e-14
229,71,8.981891486126159e-08,2.1661478166734582e-11,3.61024636112243e-14
230,70,9.89803962403446e-08,2.2075147265709916e-11,3.679191210951653e-14
231,69,1.0368195782484158e-07,2.2689988776747327e-11,3.781664796124554e-14
232,68,1.0374659434320144e-07,2.27062812996337e-11,3.784380216605617e-14
233,67,1.104518880246097e-07,2.312994240583066e-11,3.854990400971777e-14
234,66,1.1735109123334198e-07,4.39754899161926e-11,7.329248319365433e-14
235,65,1.2444420399715383e-07,4.9483028785601846e-11,8.247171464266974e-14
236,64,1.3121413416916639e-07,5.144590309313912e-11,8.574317182189854e-14
237,63,1.380487008595388e-07,5.938000091632034e-11,9.896666819386724e-14
238,62,1.4488326757766679e-07,5.939676528399218e-11,9.899460880665364e-14
239,61,1.4507717713274637e-07,2.049443392770911e-10,3.415738987951518e-13
240,60,1.727386265137909e-07,2.063361148607612e-10,3.438935247679353e-13
241,59,1.8666630599573075e-07,5.373637645966767e-10,8.956062743277944e-13
242,58,1.8666630599573075e-07,5.636686672971791e-10,9.394477788286318e-13
243,57,3.79650086534955e-07,5.784408507736316e-10,9.640680846227193e-13
244,56,4.93292266090517e-07,8.035883070078853e-10,1.3393138450131422e-12
245,55,1.0299244494638149e-05,1.010416639246614e-09,1.68402773207769e-12
246,54,0.00015862706860095277,1.3339278875923455e-08,2.2232131459872425e-11
247,53,0.0001628794067266015,2.6271291919677253e-08,4.3785486532795424e-11
248,52,0.0002393114935042573,5.4845263414149414e-08,9.140877235691569e-11
249,51,0.0003257103844004072,1.8676607999035255e-07,3.112767999839209e-10
250,50,0.00039925718991690173,3.3725084583324794e-07,5.620847430554132e-10
251,49,0.0004436313198147579,4.354564752118151e-07,7.257607920196918e-10
252,48,0.00045792715868911427,8.829566382484444e-07,1.4715943970807407e-09
253,47,0.0005017707571230434,1.575995725755508e-06,2.6266595429258467e-09
254,46,0.0005273882417449471,2.9679712094110577e-06,4.946618682351763e-09
255,45,0.0005442148636434496,6.732038572515586e-06,1.1220064287525977e-08
256,44,0.0006339731094582579,1.7260463732710063e-05,2.8767439554516773e-08
257,43,0.0007878778428496158,1.7568888783542347e-05,2.928148130590391e-08
258,42,0.0009440941687756665,2.0264619237542192e-05,3.377436539590365e-08
259,41,0.0010841383605788568,0.0002368026246664101,3.9467104111068353e-07
260,40,0.0022174878884241855,0.00023925898773957677,3.987649795659613e-07
261,39,0.003935136518438159,0.00024698509314124983,4.1164182190208303e-07
262,38,0.004142357074440967,0.00025555271202493124,4.259211867082187e-07
263,37,0.008232025814937434,0.0002894069405065536,4.82344900844256e-07
264,36,0.00944786565136102,0.0003340380091438333,5.567300152397222e-07
265,35,0.011443547360240863,0.000455758458698996,7.595974311649933e-07
266,34,0.019091271049352515,0.0006379111794884706,1.063185299147451e-06
267,33,0.019728985963488266,0.0009515838931263843,1.5859731552106404e-06
268,32,0.059582017350188504,0.002726440200076785,4.544067000127975e-06
269,31,0.15030923346362476,0.021762397197900574,3.6270661996500955e-05
270,30,0.15219596731136187,0.03920184532290388,6.533640887150648e-05
271,29,0.1542914113347147,0.05110476503896816,8.517460839828026e-05
272,28,0.18867202602024458,0.12969235386821398,0.00021615392311368997
273,27,0.2062346206714829,0.1832286266133909,0.0003053810443556515
274,26,0.2305530804337994,0.20980598801743855,0.0003496766466957309
275,25,0.24333291269675805,0.23941144107662882,0.00039901906846104805
276,24,0.257194749432898,0.28364543709870804,0.0004727423951645134
277,23,0.26939133747382205,0.37381734587809246,0.0006230289097968208
278,22,0.28274851187599626,0.42891094960438747,0.0007148515826739791
279,21,0.31842031223911427,0.4796066972276105,0.0007993444953793508
280,20,0.337714153276802,0.616407075316187,0.0010273451255269784
281,19,0.35537424341402557,2.755630780448489,0.004592717967414148
282,18,0.365067930818338,2.822267581326792,0.00470377930221132
283,17,0.38318993609347923,3.00308782167619,0.005005146369460317
284,16,0.4142241442323988,4.077518427506093,0.006795864045843488
285,15,0.4246717805502898,4.772972919469582,0.007954954865782637
286,14,0.42997436934759603,5.510996712602524,0.009184994521004207
287,13,0.43240359122994654,7.21912499780936,0.012031874996348934
288,12,0.4788268025421891,8.627873815795567,0.014379789692992612
289,11,0.49104275723226976,17.56864327944394,0.029281072132406567
290,10,0.5408803883399778,34.20596194813899,0.05700993658023165
291,9,0.5935021319627718,35.26996807744658,0.05878328012907763
292,8,0.6766596394753864,35.72645543912829,0.059544092398547147
293,7,0.7159820350821997,37.45486752601683,0.06242477921002804
294,6,0.7322958929417301,301.2236987491989,0.5020394979153315
295,5,0.7402172898414887,311.2800031095064,0.5188000051825107
296,4,0.743514105564627,322.56723021062066,0.5376120503510344
297,3,0.7740355809477368,330.76424090502763,0.5512737348417127
298,2,0.8086111110091871,575.8835729713367,0.9598059549522278
299,1,1.5744567288925284,600.0,1.0
