orig_index,ID,age,income,cluster
75,76,327.1560304971109,237226.92453018075,7
76,77,43.0,218396.2106038148,0
77,78,32.0,29700.0,0
78,79,27.0,40800.0,0
79,80,64.0,59000.0,0
80,81,35.0,58000.0,0
81,82,36.0,56000.0,0
82,83,16.0,10100.0,0
83,84,35.0,60900.0,0
84,85,26.0,137528.9968299561,0
85,86,32.0,271315.1173629924,0
86,87,43.0,34000.0,0
87,88,27.0,39300.0,0
88,89,20.0,26900.0,0
89,90,43.0,24200.0,0
90,91,58.0,56000.0,0
91,92,34.0,26800.0,0
92,93,43.0,56000.0,0
93,94,48.0,85100.0,0
94,95,16.0,23600.0,0
95,96,43.0,22500.0,0
96,97,43.0,56000.0,0
97,98,43.0,65700.0,0
98,99,43.0,56000.0,0
99,100,29.0,56000.0,0
100,101,50.0,81800.0,0
101,102,43.0,28900.0,0
102,103,29.0,27800.0,0
103,104,52.0,56000.0,0
104,105,62.0,51600.0,0
105,106,52.0,84200.0,0
106,107,36.0,61600.0,0
107,108,18.0,22600.0,0
108,109,56.0,100000.0,0
109,110,38.0,121091.66814710374,0
110,111,202.3116946323898,56000.0,1
111,112,59.0,59200.0,0
112,113,26.0,41100.0,0
113,114,68.0,56000.0,0
114,115,59.0,49200.0,0
115,116,43.0,25800.0,0
116,117,47.0,67900.0,0
117,118,63.0,56900.0,0
118,119,51.0,75000.0,0
119,120,51.0,88900.0,0
120,121,26.0,23800.0,0
121,122,38.0,66100.0,0
122,123,53.0,91200.0,0
123,124,42.0,52600.0,0
124,125,43.0,60200.0,0
125,126,60.0,56000.0,0
126,127,68.2514583074883,22000.0,0
127,128,221.3145900869088,61700.0,1
128,129,43.0,86600.0,0
129,130,43.0,67600.0,0
130,131,37.0,56000.0,0
131,132,106.58195954940751,38300.0,0
132,133,41.0,56700.0,0
133,134,37.0,39100.0,0
134,135,281.98580251989534,58600.0,1
135,136,63.0,56000.0,0
136,137,42.0,240971.975430428,0
137,138,44.0,60900.0,0
138,139,43.0,62900.0,0
139,140,83.31544872691431,15400.0,0
140,141,34.0,41800.0,0
141,142,36.0,73600.0,0
142,143,41.0,59300.0,0
143,144,37.0,56000.0,0
144,145,46.0,85500.0,0
145,146,66.0,55700.0,0
146,147,37.0,57500.0,0
147,148,27.0,39000.0,0
148,149,43.0,25100.0,0
149,150,32.0,44300.0,0
150,151,61.0,56000.0,0
151,152,39.0,31500.0,0
152,153,43.0,56000.0,0
153,154,40.0,63500.0,0
154,155,43.0,56000.0,0
155,156,61.0,57500.0,0
156,157,50.0,80400.0,0
157,158,39.0,42300.0,0
158,159,215.5906201426262,247552.58327964653,5
159,160,34.0,32400.0,0
160,161,57.0,90000.0,0
161,162,43.0,57600.0,0
162,163,43.0,109741.44361390165,0
163,164,17.0,13200.0,0
164,165,43.0,18800.0,0
165,166,32.0,56100.0,0
166,167,61.0,55100.0,0
167,168,68.0,56000.0,0
168,169,39.0,62900.0,0
169,170,79.43204401560847,21800.0,0
170,171,28.0,56000.0,0
171,172,254.17280407144312,81900.0,1
172,173,60.0,52800.0,0
173,174,23.0,19500.0,0
174,175,32.0,50000.0,0
175,176,61.0,39200.0,0
176,177,45.0,65100.0,0
177,178,17.0,27500.0,0
178,179,59.0,56000.0,0
179,180,40.0,64600.0,0
180,181,43.0,302984.5939069974,0
181,182,24.0,19100.0,0
182,183,63.0,42800.0,0
183,184,43.0,56000.0,0
184,185,27.0,56000.0,0
185,186,59.0,56000.0,0
186,187,235.7793658633834,56000.0,1
187,188,38.0,69900.0,0
188,189,26.0,56000.0,0
189,190,23.0,23800.0,0
190,191,27.0,32900.0,0
191,192,43.0,60900.0,0
192,193,56.0,90600.0,0
193,194,42.0,69500.0,0
194,195,58.0,56000.0,0
195,196,20.0,31200.0,0
196,197,43.0,52400.0,0
197,198,43.0,48000.0,0
198,199,24.0,24000.0,0
199,200,232.3965422612108,349335.99089800863,4
200,201,21.0,56000.0,0
201,202,42.0,65500.0,0
202,203,22.0,17800.0,0
203,204,47.0,75600.0,0
204,205,46.0,62500.0,0
205,206,48.0,77500.0,0
206,207,297.8946936054317,55500.0,1
207,208,42.0,323567.2615467318,0
208,209,37.0,31600.0,0
209,210,38.0,61100.0,0
210,211,43.0,56000.0,0
211,212,65.0,54400.0,0
212,213,20.0,24200.0,0
213,214,25.0,35300.0,0
214,215,61.0,56000.0,0
215,216,33.0,36700.0,0
216,217,16.0,21000.0,0
217,218,65.0,60900.0,0
218,219,41.0,56000.0,0
219,220,25.0,13500.0,0
220,221,43.0,64700.0,0
221,222,65.0,40700.0,0
222,223,43.0,85100.0,0
223,224,199.1250168562666,56900.0,1
224,225,16.0,56000.0,0
225,226,69.0,56000.0,0
226,227,132.70071382201843,173642.86651818894,3
227,228,36.0,41400.0,0
228,229,58.0,78500.0,0
229,230,204.18988858519805,78100.0,1
230,231,23.0,20600.0,0
231,232,63.0,59000.0,0
232,233,43.0,56000.0,0
233,234,60.0,56400.0,0
234,235,43.0,258466.1021054848,0
235,236,43.0,8000.0,0
236,237,26.0,56000.0,0
237,238,32.0,36100.0,0
238,239,239.6667079522116,52000.0,1
239,240,49.0,92100.0,0
240,241,325.7491862220815,52700.0,1
241,242,48.0,85700.0,0
242,243,43.0,56000.0,0
243,244,21.0,17200.0,0
244,245,55.0,77700.0,0
245,246,152.94537976719226,268528.7836675845,2
246,247,50.0,76500.0,0
247,248,43.0,101700.0,0
248,249,67.0,53100.0,0
249,250,28.0,56000.0,0
250,251,119.46212511767666,44500.0,0
251,252,24.0,32000.0,0
252,253,44.0,65900.0,0
253,254,21.0,77568.74819726778,0
254,255,44.0,235044.1065654081,0
255,256,28.0,28300.0,0
256,257,54.71294780215455,21600.0,0
257,258,190.20656080244848,40100.0,1
258,259,51.0,91400.0,0
259,260,102.12079962406362,19600.0,0
260,261,43.0,44800.0,0
261,262,43.0,22400.0,0
262,263,60.0,47200.0,0
263,264,16.0,31400.0,0
264,265,33.0,56000.0,0
265,266,39.0,52300.0,0
266,267,259.52366863293327,60200.0,1
267,268,43.0,56000.0,0
268,269,63.0,56000.0,0
269,270,43.0,62600.0,0
270,271,26.0,20800.0,0
271,272,23.0,10500.0,0
272,273,41.0,56000.0,0
273,274,158.17286870388094,71900.0,1
274,275,43.0,206152.07755918943,0
275,276,50.0,91500.0,0
276,277,38.0,59700.0,0
277,278,23.0,28900.0,0
278,279,23.0,23500.0,0
279,280,47.0,84000.0,0
280,281,63.0,340855.62693189015,0
281,282,21.0,24100.0,0
282,283,40.0,56100.0,0
283,284,65.0,55400.0,0
284,285,43.0,69700.0,0
285,286,62.0,51400.0,0
286,287,213.2072442548265,64800.0,1
287,288,35.0,59700.0,0
288,289,188.574868995172,55600.0,1
289,290,34.0,38500.0,0
290,291,26.0,41100.0,0
291,292,55.0,81800.0,0
292,293,40.0,57600.0,0
293,294,61.0,296285.6056997324,0
294,295,43.0,56000.0,0
295,296,50.0,94500.0,0
296,297,31.0,43100.0,0
297,298,43.0,38400.0,0
298,299,64.0,54100.0,0
299,300,179.4543092624906,56000.0,1
