step,n_clusters,merge_distance,sse_total,sse_ratio
59,207,0.02031137869969131,0.0029760972025056898,5.594167673882876e-06
60,206,0.02168457857591427,0.0031094633209325373,5.844855866414544e-06
61,205,0.021684578575914326,0.003287284812168667,6.179106789790728e-06
62,204,0.021971198019568094,0.0035286515833761745,6.6328037281507035e-06
63,203,0.022371178514025758,0.003675359389261834,6.908570280567357e-06
64,202,0.024717597772014127,0.004133579118976105,7.76988556198516e-06
65,201,0.025260887988298765,0.0045071562564242,8.472098226361277e-06
66,200,0.02580417820458332,0.004734005373061706,8.898506340341553e-06
67,199,0.025804178204583333,0.004885427373696877,9.183134161084355e-06
68,198,0.02580417820458334,0.005112276490334411,9.609542275064681e-06
69,197,0.027177378080806336,0.005298441589962843,9.959476672862488e-06
70,196,0.027177378080806447,0.0055466617228010495,1.0426055869926784e-05
71,195,0.02746399752446005,0.005923797302813005,1.113495733611467e-05
72,194,0.02855057795702931,0.006229915862331348,1.1710368162276969e-05
73,193,0.029637158389598572,0.006669096441036471,1.2535895565858027e-05
74,192,0.02992377783325234,0.006967601317876493,1.309699495841446e-05
75,191,0.03021039727690615,0.007423935369690743,1.3954765732501396e-05
76,190,0.031010358265821547,0.008010766593231161,1.5057831942163837e-05
77,189,0.031010358265821658,0.008670951719713854,1.629878142803356e-05
78,188,0.031153667987648494,0.009232914275159154,1.7355102020975854e-05
79,187,0.0311536679876485,0.009615412970039622,1.8074084530149665e-05
80,186,0.031296977709475315,0.009860976923520254,1.853567090887266e-05
81,185,0.031296977709475385,0.010106540877000775,1.8997257287595442e-05
82,184,0.03158359715312917,0.01077155661642154,2.024728687297282e-05
83,183,0.03225522275572919,0.01119689871011692,2.104680208668594e-05
84,182,0.03231011926957572,0.011602736959479054,2.1809655938870403e-05
85,181,0.03267017758569839,0.011961583529120856,2.2484179566016648e-05
86,180,0.032813487307525285,0.012428430751542985,2.336171193899057e-05
87,179,0.03359676582048455,0.012978351320777626,2.4395397219506815e-05
88,178,0.03458666767820595,0.013409563361409194,2.5205946168062393e-05
89,177,0.03541657733814439,0.013731497269842075,2.581108509368811e-05
90,176,0.035416577338144406,0.014053431178275122,2.641622401931414e-05
91,175,0.03570319678179823,0.014903243351902018,2.8013615323124092e-05
92,174,0.03707639665802115,0.015590572946473424,2.9305588245250797e-05
93,173,0.03844959653424418,0.01657615392890449,3.115818407688814e-05
94,172,0.03897791241501733,0.017962557625054443,3.376420606213241e-05
95,171,0.03953617696681341,0.018377832589540205,3.4544798100639484e-05
96,170,0.040909376843036444,0.019053072597995574,3.5814046236833785e-05
97,169,0.04090937684303647,0.01965328593884494,3.694226680234011e-05
98,168,0.04090937684303653,0.02010344594448152,3.778843222646902e-05
99,167,0.042425886441086316,0.020957485695715816,3.9393770104728977e-05
100,166,0.042569196162913214,0.022165576670353515,4.166461780141638e-05
101,165,0.043006963674305586,0.02329982225354127,4.3796658371318175e-05
102,164,0.04409354410687485,0.024486684445922113,4.602760234195886e-05
103,163,0.04474235702805163,0.025039948537580903,4.7067572439061846e-05
104,162,0.04517228619353236,0.02652089002183916,4.985129703353226e-05
105,161,0.045315595915359275,0.027547641638421216,5.178128127522785e-05
106,160,0.04571557640981692,0.028487013419426888,5.354701770568964e-05
107,159,0.04605887637887271,0.030081075362762333,5.654337474203446e-05
108,158,0.04741318274662842,0.031210880309212874,5.8667068250400136e-05
109,157,0.0477574070215377,0.033182283195003714,6.237271277256338e-05
110,156,0.04886195665672069,0.03380626020791458,6.354560189457628e-05
111,155,0.049005266378547574,0.03461366498960852,6.506328005565512e-05
112,154,0.04914857610037446,0.03539936411463304,6.654015811021249e-05
113,153,0.04943519554402831,0.03702858982028398,6.960261244414282e-05
114,152,0.049777423240869346,0.03781055831114563,7.107247802846923e-05
115,151,0.050235156532943664,0.03867898410109458,7.270485733288455e-05
116,150,0.051394464098641,0.041672196576885895,7.833119657309379e-05
117,149,0.05146504668733982,0.042770525159228606,8.039572398351241e-05
118,148,0.05148266725036055,0.04618558977046491,8.681501836553555e-05
119,147,0.05189497585282047,0.04738127687933699,8.906255052506954e-05
120,146,0.05280045954662816,0.049055422499003715,9.220944078760097e-05
121,145,0.05591903566693826,0.05088806628279574,9.565425993006718e-05
122,144,0.05630119492514327,0.05247297855779523,9.863341834172036e-05
123,143,0.057387775357712556,0.05348884193344908,0.00010054293596512985
124,142,0.05807437529582399,0.055579496119134625,0.00010447273706604253
125,141,0.05818773634662788,0.056661936316223876,0.00010650739909064638
126,140,0.05847435579028172,0.0575169088718919,0.00010811449036069906
127,139,0.05876097523393553,0.058592171101398166,0.00011013565996503415
128,138,0.05901764600656635,0.06077111086307885,0.00011423141139676476
129,137,0.05916451997564374,0.0640026489218607,0.00012030573105612912
130,136,0.059560936222850996,0.06510488873690065,0.00012237761040770798
131,135,0.05970424594467788,0.06636209881473007,0.0001247407872457332
132,134,0.059828766212226214,0.06728397570915376,0.0001264736385510409
133,133,0.0600617364146539,0.07147442600413531,0.0001343504248198032
134,132,0.06013417511015853,0.0726109727653936,0.000136486790912394
135,131,0.06242676074348605,0.07612262197796846,0.0001430876352969332
136,130,0.06249841560439946,0.0784928261972205,0.00014754290638575282
137,129,0.06299393591340843,0.07994896525899006,0.00015028000988531967
138,128,0.06370449478833835,0.08653323343478422,0.00016265645382478237
139,127,0.06621197102122564,0.0890942310130981,0.00016747035904717689
140,126,0.06767679153904409,0.09228383355346137,0.00017346585254410032
141,125,0.06780013548018901,0.09354447031210632,0.00017583547051147803
142,124,0.06867068655290193,0.09576020878868717,0.00018000039245993828
143,123,0.06924499021732547,0.09860435767948582,0.0001853465369915147
144,122,0.06956547750495802,0.1027158452124022,0.0001930748970157936
145,121,0.07064207504718628,0.10549480774023869,0.00019829851078992234
146,120,0.0717864082773721,0.1089311116216838,0.00020475772861218758
147,119,0.0723960044853281,0.11428173415654787,0.00021481528976794711
148,118,0.07262273658040094,0.12098414763967767,0.0002274138113527776
149,117,0.07332009538671264,0.12247072884668074,0.000230208136929851
150,116,0.07385476485485605,0.12829919714629112,0.00024116390441032167
151,115,0.07391887662748409,0.13009430664904287,0.0002445381703929377
152,114,0.07437951541765023,0.13196511247681675,0.0002480547227007834
153,113,0.0760252040869273,0.13825689709927358,0.00025988138552495034
154,112,0.07855294867098005,0.14581829874702057,0.00027409454651695594
155,111,0.07947233442808452,0.14795328185281142,0.0002781076726556606
156,110,0.07991081678762003,0.15259870099111783,0.0002868396635171388
157,109,0.08037075668822455,0.15423180159181538,0.00028990940148837475
158,108,0.08198986753449343,0.1567706442282779,0.00029468166208322915
159,107,0.08214766182039224,0.15850950259518748,0.00029795019284809676
160,106,0.09022906679183147,0.16413403445912955,0.00030852262116377735
161,105,0.09223111380854931,0.16796703037585836,0.0003157275007065007
162,104,0.09491060609753725,0.18226184102516074,0.00034259744553601643
163,103,0.0952641330046492,0.18454074384983743,0.00034688109746210046
164,102,0.09875632294394332,0.1893841672598704,0.00035598527680426767
165,101,0.09909818546187898,0.2009674293746717,0.00037775832589224007
166,100,0.10184959403155464,0.20475632940609678,0.00038488031843251277
167,99,0.10185848727762187,0.209072141585953,0.00039299274734201693
168,98,0.10205853805654388,0.24044890976180466,0.00045197163489061026
169,97,0.10555115260791248,0.24845527261357167,0.000467021189123255
170,96,0.10564066569666891,0.25770057276666014,0.0004843995728696619
171,95,0.10584799689271515,0.2634024531237116,0.0004951173930896834
172,94,0.10623003351823604,0.26719177703497854,0.0005022401823965762
173,93,0.10742882040286113,0.2729312554218559,0.0005130286756049923
174,92,0.10857885392802871,0.28986501006190635,0.0005448590414697488
175,91,0.10973510535392575,0.3063038043289783,0.0005757590306935683
176,90,0.11274656046381225,0.3344139839374404,0.000628597714168121
177,89,0.11377424949374682,0.3409601757618258,0.0006409025860184696
178,88,0.11565806319242262,0.35960178577331126,0.0006759432063408107
179,87,0.1176174902824223,0.36702335633263294,0.0006898935269410393
180,86,0.12078169176557871,0.37469295721891444,0.0007043100699603655
181,85,0.1210554760645083,0.38193087800467046,0.0007179151842193054
182,84,0.12521785950892445,0.3908116910757689,0.0007346084418717461
183,83,0.1303549529666015,0.3964855265609378,0.0007452735461671762
184,82,0.13059136521859238,0.4402090066566336,0.0008274605388282586
185,81,0.1313808466288905,0.44622231128488204,0.0008387637430166956
186,80,0.13209701020523276,0.498802257266275,0.0009375982279441259
187,79,0.13376198279229062,0.503660684764407,0.0009467306104594115
188,78,0.13398125747081932,0.5131886476973317,0.0009646403152205483
189,77,0.1340826226020316,0.5453050639291773,0.0010250095186638672
190,76,0.1361683771422949,0.6048921483566417,0.0011370153164598528
191,75,0.13669767207561856,0.6108155423545846,0.0011481495157041064
192,74,0.13697561538103023,0.630734068126226,0.0011855903536207256
193,73,0.1396090562414765,0.6645613666257076,0.0012491755011761422
194,72,0.14774447161212265,0.6731021096985749,0.0012652295295085994
195,71,0.151815852445004,0.678898635444333,0.001276125254594611
196,70,0.1554248276562005,0.740213391895928,0.0013913785561953534
197,69,0.15655161845120166,0.8011657941302471,0.0015059507408463292
198,68,0.16122012694513782,0.8159184093462902,0.0015336812205757335
199,67,0.1659498559918942,0.8322190637530432,0.001564321548407976
200,66,0.16872889240597605,0.8432293409550616,0.001585017558186206
201,65,0.1749309844807772,0.8962607855282855,0.0016847007246772283
202,64,0.17791582820935295,1.014389642658549,0.0019067474486062952
203,63,0.18866668349285273,1.0303388394864668,0.0019367271418918549
204,62,0.18869518829657161,1.061252427472823,0.0019948353899865096
205,61,0.19186596765905764,1.181138140125396,0.0022201844739199172
206,60,0.1941713404374029,1.1910924351546757,0.002238895554802022
207,59,0.19989559333299822,1.2157223580740864,0.002285192402394899
208,58,0.20196170789979134,1.249733836814892,0.002349123753411451
209,57,0.2052814768040648,1.3168922387858384,0.0024753613511012
210,56,0.2068334061311245,1.3323483021238378,0.002504414101736537
211,55,0.21421661782948365,1.3477458366567174,0.0025333568358208974
212,54,0.2159643444794188,1.3951537591182506,0.0026224694720267867
213,53,0.22390449683416835,1.4893140930193773,0.0027994625808634914
214,52,0.22783462005448285,1.7406737661085945,0.0032719431693770573
215,51,0.2374406645048797,1.7745590034794732,0.003335637224585476
216,50,0.2738239622943179,1.9698496897314748,0.003702724980698261
217,49,0.27424894040140735,2.04490437797787,0.0038438052217629136
218,48,0.28532326406559816,2.1751683333624188,0.004088662280756427
219,47,0.290057006512382,2.2033615591403803,0.004141657066053347
220,46,0.2905951386375648,2.254389299482864,0.004237573871208391
221,45,0.30984334756920007,2.2866570473270214,0.004298227532569589
222,44,0.31120634812580644,2.3229755700200565,0.004366495432368527
223,43,0.31631383221479475,2.3894250711983664,0.004491400509771365
224,42,0.317532490217993,2.43234375418212,0.00457207472590624
225,41,0.3212479668885676,2.4600783047694748,0.0046242073397922455
226,40,0.32129987649635755,2.4884667325973178,0.00467756904623556
227,39,0.36112469862041807,3.7462755249247524,0.007041871287452542
228,38,0.38701354517482106,3.870646073850007,0.007275650514755652
229,37,0.3888789614445512,4.025891060241116,0.007567464398949466
230,36,0.41384807549245883,4.095271633171858,0.007697879009721538
231,35,0.42080582650926485,4.190064034144047,0.00787606021455648
232,34,0.42520557796732666,4.2732095224698305,0.00803234872644705
233,33,0.42777089156837633,4.34830576377243,0.008173507074760207
234,32,0.4485769584990271,6.555806689193011,0.01232294490449814
235,31,0.45076595671373904,6.730945964294536,0.012652154068222812
236,30,0.4610520930491225,6.817224404562718,0.012814331587523906
237,29,0.5312930556045038,7.056831136769,0.013264720181896617
238,28,0.5436864251681989,7.302743676584707,0.013726961798091554
239,27,0.5443130982382411,7.429860550356568,0.013965903290143925
240,26,0.5657357152631416,11.319256792885362,0.02127679848286722
241,25,0.5792219411192692,11.768567035670335,0.022121366608402887
242,24,0.5957951492082294,12.166954183212534,0.022870214630098747
243,23,0.6224064583971178,12.32333339576612,0.023164160518357367
244,22,0.6978037156387663,13.24142458872128,0.024889895843461053
245,21,0.7554929418109723,13.606812340848911,0.02557671492640773
246,20,0.7559620925926025,13.965203338464578,0.02625038221515898
247,19,0.7566370146363535,14.591279796109465,0.027427217661859897
248,18,0.7896810075805774,14.845922715545996,0.027905869766063903
249,17,0.8281167016994067,16.061638744007176,0.03019105027069018
250,16,0.8310647761308496,16.65363190524691,0.031303819370764874
251,15,0.8703123022418201,34.55483717116651,0.06495270144956111
252,14,0.9023419391797562,34.82696143198078,0.06546421321800898
253,13,1.017853893203494,35.252117204941996,0.06626337820477819
254,12,1.0363483791782082,36.836830678033614,0.06924216292863461
255,11,1.211279198684988,37.3872203326362,0.07027672994856428
256,10,1.2940214332741113,50.435581312996405,0.09480372427254963
257,9,1.4110220527902142,58.02381589319131,0.10906732310750247
258,8,1.4124593467036342,59.33215024360999,0.11152659820227441
259,7,1.560725331599297,71.88011295947788,0.13511299428473286
260,6,1.9377129717113493,74.12031109520561,0.13932389303610077
261,5,2.0993113708530573,92.89379939692678,0.1746124048814413
262,4,2.1096548009671365,94.7166010791532,0.1780387238329947
263,3,3.135996738275578,270.26508339034643,0.5080170740420046
264,2,3.547805679468952,459.2723211601533,0.8632938367672054
265,1,5.5590194032302165,532.0,1.0
